[ 01:01:33 ]AAAA :29 [°C], 71.93 RH, 925.71 mbar
[ 13:29:50 ]CAC2 :27 [°C], 63.45 RH, 0.9225 bar
[ 13:29:50 ]DAD3 :29 [°C], 63.00 RH, 0.9238 bar
[ 13:29:55 ]AAAA :30 [°C], 61.59 RH, 0.9200 bar
[ 13:29:55 ]CAC2 :27 [°C], 63.60 RH, 0.9225 bar
[ 13:29:55 ]DAD3 :29 [°C], 62.69 RH, 0.9219 bar
[ 13:29:55 ]DADE :27 [°C], 65.29 RH, 0.9213 bar
[ 13:29:55 ]BAB1 :28 [°C], 64.41 RH, 0.9200 bar
[ 13:30:00 ]BAB1 :28 [°C], 64.47 RH, 0.9200 bar
[ 13:30:00 ]DADE :27 [°C], 65.34 RH, 0.9213 bar
[ 13:30:00 ]AAAA :30 [°C], 61.38 RH, 0.9238 bar
[ 13:30:00 ]DAD3 :29 [°C], 62.51 RH, 0.9206 bar
[ 13:30:00 ]DADE :27 [°C], 65.34 RH, 0.9219 bar
[ 13:30:00 ]CAC2 :27 [°C], 63.63 RH, 0.9238 bar
[ 13:30:10 ]DAD3 :29 [°C], 62.00 RH, 0.9232 bar
[ 13:30:10 ]CAC2 :27 [°C], 63.71 RH, 0.9225 bar
[ 13:30:10 ]DADE :27 [°C], 65.40 RH, 0.9213 bar
[ 13:30:10 ]AAAA :30 [°C], 60.07 RH, 0.9225 bar
[ 13:30:10 ]BAB1 :28 [°C], 64.44 RH, 0.9194 bar
[ 13:30:15 ]CAC2 :27 [°C], 63.77 RH, 0.9213 bar
[ 13:30:15 ]DADE :27 [°C], 65.37 RH, 0.9219 bar
[ 13:30:15 ]DAD3 :29 [°C], 61.95 RH, 0.9219 bar
[ 13:30:15 ]CAC2 :27 [°C], 63.77 RH, 0.9225 bar
[ 13:30:15 ]AAAA :30 [°C], 59.89 RH, 0.9206 bar
[ 13:30:15 ]CAC2 :27 [°C], 63.77 RH, 0.9225 bar
[ 13:30:15 ]BAB1 :28 [°C], 64.47 RH, 0.9213 bar
[ 13:30:25 ]DAD3 :29 [°C], 61.97 RH, 0.9232 bar
[ 13:30:25 ]BAB1 :28 [°C], 64.11 RH, 0.9200 bar
[ 13:30:25 ]DADE :27 [°C], 65.29 RH, 0.9206 bar
[ 13:30:25 ]DAD3 :29 [°C], 61.97 RH, 0.9213 bar
[ 13:30:25 ]CAC2 :27 [°C], 63.74 RH, 0.9225 bar
[ 13:30:25 ]AAAA :30 [°C], 60.51 RH, 0.9213 bar
[ 13:30:30 ]AAAA :30 [°C], 60.57 RH, 0.9200 bar
[ 13:30:30 ]CAC2 :27 [°C], 63.80 RH, 0.9219 bar
[ 13:30:30 ]BAB1 :28 [°C], 64.18 RH, 0.9200 bar
[ 13:30:30 ]BAB1 :28 [°C], 64.18 RH, 0.9200 bar
[ 13:30:30 ]DAD3 :29 [°C], 61.97 RH, 0.9213 bar
[ 13:30:30 ]DADE :27 [°C], 65.34 RH, 0.9219 bar
[ 13:30:45 ]BAB1 :28 [°C], 64.00 RH, 0.9200 bar
[ 13:30:45 ]DADE :27 [°C], 65.32 RH, 0.9206 bar
[ 13:30:45 ]DAD3 :29 [°C], 61.63 RH, 0.9219 bar
[ 13:30:45 ]AAAA :30 [°C], 59.98 RH, 0.9213 bar
[ 13:30:55 ]DADE :27 [°C], 65.34 RH, 0.9213 bar
[ 13:30:55 ]BAB1 :28 [°C], 64.03 RH, 0.9206 bar
[ 13:30:55 ]AAAA :30 [°C], 61.41 RH, 0.9225 bar
[ 13:30:55 ]CAC2 :27 [°C], 63.63 RH, 0.9213 bar
[ 13:30:55 ]DAD3 :29 [°C], 61.67 RH, 0.9219 bar
[ 13:31:05 ]DAD3 :29 [°C], 61.89 RH, 0.9219 bar
[ 13:31:05 ]BAB1 :28 [°C], 64.44 RH, 0.9206 bar
[ 13:31:05 ]AAAA :30 [°C], 60.70 RH, 0.9213 bar
[ 13:31:05 ]DADE :27 [°C], 65.52 RH, 0.9213 bar
[ 13:31:15 ]CAC2 :27 [°C], 64.04 RH, 0.9225 bar
[ 13:31:15 ]DADE :27 [°C], 65.62 RH, 0.9219 bar
[ 13:31:15 ]DAD3 :29 [°C], 61.89 RH, 0.9219 bar
[ 13:31:15 ]AAAA :30 [°C], 60.78 RH, 0.9213 bar
[ 13:31:15 ]BAB1 :28 [°C], 64.59 RH, 0.9206 bar
[ 13:31:16 ]CAC2 :27 [°C], 64.04 RH, 0.9238 bar
[ 13:31:20 ]DAD3 :29 [°C], 61.89 RH, 0.9206 bar
[ 13:31:20 ]DADE :27 [°C], 65.54 RH, 0.9219 bar
[ 13:31:21 ]BAB1 :28 [°C], 64.47 RH, 0.9194 bar
[ 13:31:21 ]AAAA :30 [°C], 60.48 RH, 0.9213 bar
[ 13:31:21 ]CAC2 :27 [°C], 63.98 RH, 0.9225 bar
[ 13:31:25 ]BAB1 :28 [°C], 64.36 RH, 0.9194 bar
[ 13:31:25 ]AAAA :30 [°C], 60.25 RH, 0.9200 bar
[ 13:31:25 ]DAD3 :29 [°C], 61.83 RH, 0.9206 bar
[ 13:31:26 ]DADE :27 [°C], 65.52 RH, 0.9225 bar
[ 13:31:26 ]CAC2 :27 [°C], 63.95 RH, 0.9213 bar
[ 13:31:35 ]BAB1 :28 [°C], 64.30 RH, 0.9200 bar
[ 13:31:35 ]AAAA :30 [°C], 60.40 RH, 0.9200 bar
[ 13:31:36 ]CAC2 :27 [°C], 63.98 RH, 0.9225 bar
[ 13:31:36 ]DAD3 :29 [°C], 61.86 RH, 0.9206 bar
[ 13:31:36 ]DADE :27 [°C], 65.52 RH, 0.9213 bar
[ 13:31:46 ]CAC2 :27 [°C], 63.87 RH, 0.9225 bar
[ 13:31:46 ]BAB1 :28 [°C], 64.53 RH, 0.9206 bar
[ 13:31:46 ]AAAA :30 [°C], 60.54 RH, 0.9219 bar
[ 13:31:46 ]DADE :27 [°C], 65.54 RH, 0.9219 bar
[ 13:31:46 ]DAD3 :29 [°C], 61.83 RH, 0.9225 bar
[ 13:31:51 ]BAB1 :28 [°C], 64.71 RH, 0.9200 bar
[ 13:31:51 ]DADE :27 [°C], 65.60 RH, 0.9219 bar
[ 13:31:51 ]CAC2 :27 [°C], 63.80 RH, 0.9225 bar
[ 13:31:51 ]AAAA :30 [°C], 60.46 RH, 0.9213 bar
[ 13:31:51 ]DAD3 :29 [°C], 61.86 RH, 0.9232 bar
[ 13:31:56 ]DAD3 :29 [°C], 61.89 RH, 0.9213 bar
[ 13:31:56 ]DADE :27 [°C], 65.54 RH, 0.9219 bar
[ 13:31:56 ]BAB1 :28 [°C], 64.56 RH, 0.9200 bar
[ 13:31:56 ]BAB1 :28 [°C], 64.56 RH, 0.9200 bar
[ 13:31:56 ]AAAA :30 [°C], 60.18 RH, 0.9213 bar
[ 13:31:56 ]CAC2 :27 [°C], 63.95 RH, 0.9213 bar
[ 13:32:01 ]BAB1 :28 [°C], 64.50 RH, 0.9213 bar
[ 13:32:01 ]AAAA :30 [°C], 60.25 RH, 0.9213 bar
[ 13:32:01 ]BAB1 :28 [°C], 64.50 RH, 0.9200 bar
[ 13:32:01 ]BAB1 :28 [°C], 64.50 RH, 0.9200 bar
[ 13:32:01 ]DAD3 :29 [°C], 61.87 RH, 0.9213 bar
[ 13:32:01 ]DADE :27 [°C], 65.56 RH, 0.9219 bar
[ 13:32:01 ]CAC2 :27 [°C], 63.92 RH, 0.9225 bar
[ 13:32:06 ]BAB1 :28 [°C], 64.47 RH, 0.9206 bar
[ 13:32:06 ]DAD3 :29 [°C], 61.87 RH, 0.9206 bar
[ 13:32:06 ]CAC2 :27 [°C], 63.89 RH, 0.9225 bar
[ 13:32:06 ]DADE :27 [°C], 65.43 RH, 0.9232 bar
[ 13:32:11 ]BAB1 :28 [°C], 64.41 RH, 0.9213 bar
[ 13:32:11 ]CAC2 :27 [°C], 63.92 RH, 0.9213 bar
[ 13:32:11 ]DADE :27 [°C], 65.37 RH, 0.9219 bar
[ 13:32:11 ]DAD3 :29 [°C], 61.82 RH, 0.9206 bar
[ 13:32:16 ]CAC2 :27 [°C], 63.80 RH, 0.9213 bar
[ 13:32:16 ]AAAA :30 [°C], 60.37 RH, 0.9225 bar
[ 13:32:16 ]DAD3 :29 [°C], 61.79 RH, 0.9206 bar
[ 13:32:16 ]DAD3 :29 [°C], 61.79 RH, 0.9206 bar
[ 13:32:16 ]BAB1 :28 [°C], 64.36 RH, 0.9200 bar
[ 13:32:21 ]AAAA :30 [°C], 61.09 RH, 0.9213 bar
[ 13:32:21 ]BAB1 :28 [°C], 64.33 RH, 0.9206 bar
[ 13:32:21 ]DAD3 :29 [°C], 62.24 RH, 0.9206 bar
[ 13:32:21 ]CAC2 :27 [°C], 63.74 RH, 0.9238 bar
[ 13:32:46 ]DAD3 :29 [°C], 61.96 RH, 0.9219 bar
[ 13:32:46 ]BAB1 :28 [°C], 63.89 RH, 0.9206 bar
[ 13:32:46 ]CAC2 :27 [°C], 64.12 RH, 0.9219 bar
[ 13:32:46 ]DADE :27 [°C], 65.34 RH, 0.9206 bar
[ 13:32:51 ]BAB1 :28 [°C], 64.00 RH, 0.9194 bar
[ 13:32:51 ]DADE :27 [°C], 65.37 RH, 0.9225 bar
[ 13:32:51 ]DAD3 :29 [°C], 62.02 RH, 0.9219 bar
[ 13:32:51 ]CAC2 :27 [°C], 64.03 RH, 0.9219 bar
[ 13:33:01 ]BAB1 :28 [°C], 63.97 RH, 0.9200 bar
[ 13:33:01 ]AAAA :30 [°C], 60.64 RH, 0.9213 bar
[ 13:33:01 ]CAC2 :27 [°C], 64.21 RH, 0.9219 bar
[ 13:33:01 ]DAD3 :29 [°C], 61.76 RH, 0.9238 bar
[ 13:33:16 ]DAD3 :29 [°C], 61.62 RH, 0.9206 bar
[ 13:33:16 ]DADE :27 [°C], 65.33 RH, 0.9213 bar
[ 13:33:16 ]BAB1 :28 [°C], 65.62 RH, 0.9213 bar
[ 13:33:16 ]CAC2 :27 [°C], 63.95 RH, 0.9225 bar
[ 13:33:26 ]DADE :27 [°C], 65.46 RH, 0.9206 bar
[ 13:33:26 ]AAAA :30 [°C], 60.28 RH, 0.9219 bar
[ 13:33:26 ]DAD3 :29 [°C], 61.41 RH, 0.9206 bar
[ 13:33:26 ]CAC2 :27 [°C], 63.86 RH, 0.9219 bar
[ 13:33:26 ]BAB1 :28 [°C], 64.66 RH, 0.9200 bar
[ 13:33:31 ]BAB1 :28 [°C], 64.27 RH, 0.9200 bar
[ 13:33:31 ]DAD3 :29 [°C], 61.47 RH, 0.9225 bar
[ 13:33:31 ]CAC2 :27 [°C], 63.80 RH, 0.9219 bar
[ 13:33:31 ]DADE :27 [°C], 65.32 RH, 0.9200 bar
[ 13:33:31 ]DAD3 :29 [°C], 61.47 RH, 0.9232 bar
[ 13:33:31 ]DAD3 :29 [°C], 61.47 RH, 0.9206 bar
[ 13:33:32 ]AAAA :30 [°C], 60.66 RH, 0.9232 bar
[ 13:33:36 ]AAAA :30 [°C], 61.02 RH, 0.9213 bar
[ 13:33:36 ]CAC2 :27 [°C], 63.92 RH, 0.9206 bar
[ 13:33:36 ]DAD3 :29 [°C], 61.47 RH, 0.9206 bar
[ 13:33:36 ]BAB1 :28 [°C], 64.06 RH, 0.9194 bar
[ 13:33:41 ]CAC2 :27 [°C], 63.89 RH, 0.9219 bar
[ 13:33:41 ]BAB1 :28 [°C], 63.92 RH, 0.9194 bar
[ 13:33:41 ]DADE :27 [°C], 65.27 RH, 0.9206 bar
[ 13:33:41 ]DAD3 :29 [°C], 61.53 RH, 0.9219 bar
[ 13:33:41 ]CAC2 :27 [°C], 63.86 RH, 0.9238 bar
[ 13:33:41 ]AAAA :30 [°C], 62.30 RH, 0.9225 bar
[ 13:33:51 ]CAC2 :27 [°C], 63.82 RH, 0.9232 bar
[ 13:33:51 ]AAAA :30 [°C], 60.72 RH, 0.9225 bar
[ 13:33:51 ]DAD3 :29 [°C], 61.44 RH, 0.9206 bar
[ 13:33:51 ]BAB1 :28 [°C], 63.70 RH, 0.9194 bar
[ 13:33:51 ]DADE :27 [°C], 65.19 RH, 0.9206 bar
[ 13:33:56 ]BAB1 :28 [°C], 63.65 RH, 0.9213 bar
[ 13:33:56 ]DAD3 :29 [°C], 61.33 RH, 0.9206 bar
[ 13:33:56 ]DADE :27 [°C], 65.22 RH, 0.9206 bar
[ 13:33:56 ]AAAA :30 [°C], 60.81 RH, 0.9206 bar
[ 13:33:56 ]CAC2 :27 [°C], 63.85 RH, 0.9219 bar
[ 13:34:01 ]DADE :27 [°C], 65.25 RH, 0.9206 bar
[ 13:34:01 ]AAAA :30 [°C], 60.36 RH, 0.9225 bar
[ 13:34:01 ]BAB1 :28 [°C], 63.62 RH, 0.9206 bar
[ 13:34:01 ]CAC2 :27 [°C], 63.65 RH, 0.9219 bar
[ 13:34:01 ]DAD3 :29 [°C], 61.33 RH, 0.9206 bar
[ 13:34:06 ]BAB1 :28 [°C], 63.56 RH, 0.9206 bar
[ 13:34:06 ]AAAA :30 [°C], 60.07 RH, 0.9232 bar
[ 13:34:06 ]CAC2 :27 [°C], 63.59 RH, 0.9219 bar
[ 13:34:06 ]DAD3 :29 [°C], 61.21 RH, 0.9213 bar
[ 13:34:06 ]DADE :27 [°C], 65.11 RH, 0.9213 bar
[ 13:34:11 ]DAD3 :29 [°C], 61.06 RH, 0.9232 bar
[ 13:34:11 ]CAC2 :27 [°C], 63.63 RH, 0.9219 bar
[ 13:34:11 ]AAAA :30 [°C], 60.22 RH, 0.9232 bar
[ 13:34:12 ]BAB1 :28 [°C], 63.47 RH, 0.9200 bar
[ 13:34:21 ]CAC2 :27 [°C], 63.08 RH, 0.9219 bar
[ 13:34:21 ]CAC2 :27 [°C], 63.08 RH, 0.9219 bar
[ 13:34:21 ]DAD3 :29 [°C], 60.98 RH, 0.9206 bar
[ 13:34:22 ]BAB1 :28 [°C], 63.05 RH, 0.9200 bar
[ 13:34:22 ]DADE :27 [°C], 64.66 RH, 0.9206 bar
[ 13:34:26 ]BAB1 :28 [°C], 62.96 RH, 0.9206 bar
[ 13:34:26 ]CAC2 :27 [°C], 63.21 RH, 0.9219 bar
[ 13:34:27 ]DAD3 :29 [°C], 60.89 RH, 0.9219 bar
[ 13:34:27 ]DADE :27 [°C], 64.74 RH, 0.9213 bar
[ 13:34:31 ]BAB1 :28 [°C], 63.05 RH, 0.9206 bar
[ 13:34:31 ]DADE :27 [°C], 64.82 RH, 0.9213 bar
[ 13:34:31 ]DAD3 :29 [°C], 61.15 RH, 0.9206 bar
[ 13:34:32 ]CAC2 :27 [°C], 63.30 RH, 0.9219 bar
[ 13:34:32 ]AAAA :30 [°C], 60.87 RH, 0.9213 bar
[ 13:34:51 ]BAB1 :28 [°C], 62.82 RH, 0.9206 bar
[ 13:34:52 ]DADE :27 [°C], 64.82 RH, 0.9219 bar
[ 13:34:52 ]DAD3 :29 [°C], 60.93 RH, 0.9219 bar
[ 13:34:52 ]CAC2 :27 [°C], 63.18 RH, 0.9219 bar
[ 13:34:52 ]AAAA :30 [°C], 60.64 RH, 0.9219 bar
[ 13:35:02 ]CAC2 :27 [°C], 63.21 RH, 0.9206 bar
[ 13:35:02 ]DAD3 :29 [°C], 61.77 RH, 0.9219 bar
[ 13:35:02 ]AAAA :30 [°C], 60.75 RH, 0.9219 bar
[ 13:35:02 ]BAB1 :28 [°C], 62.91 RH, 0.9194 bar
[ 13:35:02 ]DADE :27 [°C], 64.80 RH, 0.9219 bar
[ 13:35:07 ]AAAA :30 [°C], 61.05 RH, 0.9213 bar
[ 13:35:07 ]DAD3 :29 [°C], 61.77 RH, 0.9219 bar
[ 13:35:07 ]DADE :27 [°C], 64.80 RH, 0.9200 bar
[ 13:35:07 ]CAC2 :27 [°C], 62.91 RH, 0.9219 bar
[ 13:35:07 ]BAB1 :28 [°C], 62.82 RH, 0.9206 bar
[ 13:35:12 ]AAAA :30 [°C], 59.95 RH, 0.9200 bar
[ 13:35:12 ]CAC2 :27 [°C], 62.59 RH, 0.9225 bar
[ 13:35:12 ]DAD3 :29 [°C], 61.49 RH, 0.9206 bar
[ 13:35:12 ]BAB1 :28 [°C], 62.49 RH, 0.9206 bar
[ 13:35:17 ]BAB1 :28 [°C], 62.37 RH, 0.9200 bar
[ 13:35:17 ]AAAA :30 [°C], 60.12 RH, 0.9213 bar
[ 13:35:17 ]DAD3 :29 [°C], 61.21 RH, 0.9219 bar
[ 13:35:17 ]CAC2 :27 [°C], 62.73 RH, 0.9219 bar
[ 13:35:22 ]BAB1 :28 [°C], 62.37 RH, 0.9206 bar
[ 13:35:22 ]DADE :27 [°C], 64.57 RH, 0.9200 bar
[ 13:35:22 ]CAC2 :27 [°C], 62.73 RH, 0.9232 bar
[ 13:35:22 ]DAD3 :29 [°C], 60.98 RH, 0.9206 bar
[ 13:35:27 ]CAC2 :27 [°C], 62.56 RH, 0.9219 bar
[ 13:35:27 ]BAB1 :28 [°C], 62.40 RH, 0.9200 bar
[ 13:35:27 ]DADE :27 [°C], 64.48 RH, 0.9206 bar
[ 13:35:27 ]DAD3 :29 [°C], 60.86 RH, 0.9219 bar
[ 13:35:32 ]DAD3 :29 [°C], 60.86 RH, 0.9219 bar
[ 13:35:32 ]BAB1 :28 [°C], 62.49 RH, 0.9206 bar
[ 13:35:32 ]DADE :27 [°C], 64.47 RH, 0.9200 bar
[ 13:35:32 ]DADE :27 [°C], 64.47 RH, 0.9200 bar
[ 13:35:32 ]AAAA :30 [°C], 60.36 RH, 0.9200 bar
[ 13:35:47 ]BAB1 :28 [°C], 62.40 RH, 0.9213 bar
[ 13:35:47 ]AAAA :30 [°C], 59.92 RH, 0.9232 bar
[ 13:35:47 ]DAD3 :29 [°C], 60.81 RH, 0.9206 bar
[ 13:35:47 ]CAC2 :27 [°C], 62.73 RH, 0.9219 bar
[ 13:35:47 ]DADE :27 [°C], 64.56 RH, 0.9200 bar
[ 13:35:52 ]BAB1 :28 [°C], 62.40 RH, 0.9213 bar
[ 13:35:52 ]CAC2 :27 [°C], 62.79 RH, 0.9219 bar
[ 13:35:52 ]DADE :27 [°C], 64.59 RH, 0.9200 bar
[ 13:35:52 ]DAD3 :29 [°C], 60.86 RH, 0.9206 bar
[ 13:35:52 ]AAAA :30 [°C], 60.57 RH, 0.9219 bar
[ 13:35:57 ]DADE :27 [°C], 64.70 RH, 0.9200 bar
[ 13:35:57 ]BAB1 :28 [°C], 62.61 RH, 0.9200 bar
[ 13:35:57 ]CAC2 :27 [°C], 62.98 RH, 0.9219 bar
[ 13:35:57 ]AAAA :30 [°C], 61.28 RH, 0.9219 bar
[ 13:35:57 ]DAD3 :29 [°C], 61.47 RH, 0.9225 bar
[ 13:36:02 ]CAC2 :27 [°C], 63.44 RH, 0.9219 bar
[ 13:36:02 ]BAB1 :28 [°C], 63.11 RH, 0.9200 bar
[ 13:36:02 ]DAD3 :29 [°C], 62.43 RH, 0.9206 bar
[ 13:36:02 ]BAB1 :28 [°C], 63.11 RH, 0.9200 bar
[ 13:36:02 ]AAAA :30 [°C], 61.94 RH, 0.9219 bar
[ 13:36:02 ]DADE :27 [°C], 65.64 RH, 0.9206 bar
[ 13:36:07 ]AAAA :30 [°C], 60.72 RH, 0.9213 bar
[ 13:36:07 ]DADE :27 [°C], 66.04 RH, 0.9200 bar
[ 13:36:07 ]DAD3 :29 [°C], 61.89 RH, 0.9219 bar
[ 13:36:07 ]CAC2 :27 [°C], 63.65 RH, 0.9232 bar
[ 13:36:07 ]BAB1 :28 [°C], 64.00 RH, 0.9194 bar
[ 13:36:12 ]CAC2 :27 [°C], 63.32 RH, 0.9219 bar
[ 13:36:12 ]CAC2 :27 [°C], 63.32 RH, 0.9219 bar
[ 13:36:12 ]DAD3 :29 [°C], 61.44 RH, 0.9206 bar
[ 13:36:12 ]DADE :27 [°C], 65.64 RH, 0.9200 bar
[ 13:36:12 ]CAC2 :27 [°C], 63.32 RH, 0.9219 bar
[ 13:36:12 ]BAB1 :28 [°C], 63.53 RH, 0.9213 bar
[ 13:36:12 ]AAAA :30 [°C], 60.15 RH, 0.9232 bar
[ 13:36:17 ]AAAA :30 [°C], 61.40 RH, 0.9225 bar
[ 13:36:17 ]DADE :27 [°C], 65.16 RH, 0.9200 bar
[ 13:36:17 ]BAB1 :28 [°C], 63.35 RH, 0.9200 bar
[ 13:36:17 ]DAD3 :29 [°C], 61.21 RH, 0.9206 bar
[ 13:36:17 ]CAC2 :27 [°C], 63.18 RH, 0.9219 bar
[ 13:36:22 ]CAC2 :27 [°C], 63.18 RH, 0.9225 bar
[ 13:36:22 ]DAD3 :29 [°C], 61.12 RH, 0.9200 bar
[ 13:36:22 ]CAC2 :27 [°C], 63.18 RH, 0.9219 bar
[ 13:36:22 ]AAAA :30 [°C], 61.58 RH, 0.9200 bar
[ 13:36:22 ]BAB1 :28 [°C], 63.11 RH, 0.9206 bar
[ 13:36:22 ]DADE :27 [°C], 64.99 RH, 0.9206 bar
[ 13:36:32 ]DAD3 :29 [°C], 61.03 RH, 0.9219 bar
[ 13:36:32 ]DADE :27 [°C], 64.91 RH, 0.9206 bar
[ 13:36:32 ]BAB1 :28 [°C], 62.88 RH, 0.9206 bar
[ 13:36:32 ]CAC2 :27 [°C], 63.08 RH, 0.9219 bar
[ 13:36:32 ]AAAA :30 [°C], 60.42 RH, 0.9200 bar
[ 13:36:37 ]CAC2 :27 [°C], 63.24 RH, 0.9219 bar
[ 13:36:37 ]AAAA :30 [°C], 60.39 RH, 0.9225 bar
[ 13:36:37 ]BAB1 :28 [°C], 62.88 RH, 0.9213 bar
[ 13:36:37 ]DAD3 :29 [°C], 61.47 RH, 0.9206 bar
[ 13:36:37 ]DADE :27 [°C], 64.91 RH, 0.9213 bar
[ 13:36:47 ]DAD3 :29 [°C], 62.12 RH, 0.9219 bar
[ 13:36:47 ]CAC2 :27 [°C], 63.27 RH, 0.9225 bar
[ 13:36:47 ]BAB1 :28 [°C], 62.91 RH, 0.9206 bar
[ 13:36:47 ]DADE :27 [°C], 65.05 RH, 0.9213 bar
[ 13:36:47 ]AAAA :30 [°C], 60.31 RH, 0.9219 bar
[ 13:36:57 ]DAD3 :29 [°C], 61.86 RH, 0.9206 bar
[ 13:36:57 ]BAB1 :28 [°C], 63.15 RH, 0.9194 bar
[ 13:36:57 ]BAB1 :28 [°C], 63.15 RH, 0.9194 bar
[ 13:36:57 ]DADE :27 [°C], 65.19 RH, 0.9213 bar
[ 13:36:58 ]AAAA :30 [°C], 60.39 RH, 0.9225 bar
[ 13:36:58 ]CAC2 :27 [°C], 63.36 RH, 0.9225 bar
[ 13:37:12 ]DAD3 :29 [°C], 61.49 RH, 0.9219 bar
[ 13:37:12 ]AAAA :30 [°C], 60.36 RH, 0.9206 bar
[ 13:37:12 ]DADE :27 [°C], 65.19 RH, 0.9213 bar
[ 13:37:13 ]BAB1 :28 [°C], 63.26 RH, 0.9213 bar
[ 13:37:13 ]CAC2 :27 [°C], 63.50 RH, 0.9219 bar
[ 13:37:17 ]AAAA :30 [°C], 61.08 RH, 0.9225 bar
[ 13:37:17 ]DAD3 :29 [°C], 61.38 RH, 0.9213 bar
[ 13:37:17 ]DADE :27 [°C], 65.16 RH, 0.9200 bar
[ 13:37:18 ]BAB1 :28 [°C], 63.29 RH, 0.9200 bar
[ 13:37:18 ]CAC2 :27 [°C], 63.53 RH, 0.9238 bar
[ 13:37:54 ]DADE :27 [°C], 65.47 RH, 0.9200 bar
[ 13:37:54 ]DADE :27 [°C], 65.47 RH, 0.9200 bar
[ 13:37:54 ]DAD3 :29 [°C], 61.63 RH, 0.9206 bar
[ 13:37:54 ]CAC2 :27 [°C], 64.00 RH, 0.9200 bar
[ 13:37:54 ]AAAA :30 [°C], 61.91 RH, 0.9213 bar
[ 13:37:54 ]AAAA :30 [°C], 61.91 RH, 0.9213 bar
[ 13:37:55 ]BAB1 :28 [°C], 63.53 RH, 0.9200 bar
[ 13:37:58 ]DAD3 :29 [°C], 62.51 RH, 0.9206 bar
[ 13:37:58 ]BAB1 :28 [°C], 63.53 RH, 0.9206 bar
[ 13:37:58 ]DADE :27 [°C], 65.47 RH, 0.9200 bar
[ 13:37:58 ]DADE :27 [°C], 65.47 RH, 0.9200 bar
[ 13:37:59 ]AAAA :30 [°C], 62.06 RH, 0.9225 bar
[ 13:37:59 ]CAC2 :27 [°C], 64.04 RH, 0.9225 bar
[ 13:37:59 ]CAC2 :27 [°C], 64.04 RH, 0.9219 bar
[ 13:37:59 ]BAB1 :28 [°C], 63.59 RH, 0.9200 bar
[ 13:38:00 ]AAAA :30 [°C], 61.79 RH, 0.9213 bar
[ 13:38:00 ]DADE :27 [°C], 65.53 RH, 0.9206 bar
[ 13:38:00 ]DAD3 :29 [°C], 62.66 RH, 0.9219 bar
[ 13:38:00 ]BAB1 :28 [°C], 63.59 RH, 0.9206 bar
[ 13:38:00 ]DAD3 :29 [°C], 62.72 RH, 0.9206 bar
[ 13:38:00 ]AAAA :30 [°C], 61.58 RH, 0.9213 bar
[ 13:38:00 ]BAB1 :28 [°C], 63.62 RH, 0.9206 bar
[ 13:38:01 ]CAC2 :27 [°C], 64.01 RH, 0.9219 bar
[ 13:38:01 ]DADE :27 [°C], 65.56 RH, 0.9232 bar
[ 13:38:02 ]BAB1 :28 [°C], 63.65 RH, 0.9200 bar
[ 13:38:02 ]AAAA :30 [°C], 61.41 RH, 0.9225 bar
[ 13:38:02 ]DADE :27 [°C], 65.59 RH, 0.9206 bar
[ 13:38:02 ]CAC2 :27 [°C], 64.01 RH, 0.9219 bar
[ 13:38:02 ]DAD3 :29 [°C], 62.77 RH, 0.9219 bar
[ 13:38:03 ]DAD3 :29 [°C], 62.74 RH, 0.9206 bar
[ 13:38:03 ]DADE :27 [°C], 65.59 RH, 0.9200 bar
[ 13:38:03 ]CAC2 :27 [°C], 63.98 RH, 0.9206 bar
[ 13:38:03 ]AAAA :30 [°C], 61.23 RH, 0.9213 bar
[ 13:38:03 ]BAB1 :28 [°C], 63.65 RH, 0.9206 bar
[ 13:38:04 ]CAC2 :27 [°C], 63.95 RH, 0.9225 bar
[ 13:38:04 ]AAAA :30 [°C], 61.02 RH, 0.9206 bar
[ 13:38:04 ]DAD3 :29 [°C], 62.72 RH, 0.9206 bar
[ 13:38:04 ]DADE :27 [°C], 65.59 RH, 0.9219 bar
[ 13:38:04 ]DAD3 :29 [°C], 62.72 RH, 0.9206 bar
[ 13:38:04 ]BAB1 :28 [°C], 63.65 RH, 0.9200 bar
[ 13:38:05 ]BAB1 :28 [°C], 63.65 RH, 0.9194 bar
[ 13:38:05 ]CAC2 :27 [°C], 63.92 RH, 0.9219 bar
[ 13:38:05 ]DAD3 :29 [°C], 62.66 RH, 0.9219 bar
[ 13:38:05 ]AAAA :30 [°C], 60.81 RH, 0.9206 bar
[ 13:38:05 ]DADE :27 [°C], 65.56 RH, 0.9213 bar
[ 13:38:06 ]DAD3 :29 [°C], 62.60 RH, 0.9206 bar
[ 13:38:06 ]BAB1 :28 [°C], 63.65 RH, 0.9194 bar
[ 13:38:06 ]DADE :27 [°C], 65.53 RH, 0.9206 bar
[ 13:38:06 ]CAC2 :27 [°C], 63.89 RH, 0.9219 bar
[ 13:38:07 ]BAB1 :28 [°C], 63.65 RH, 0.9213 bar
[ 13:38:07 ]DADE :27 [°C], 65.53 RH, 0.9200 bar
[ 13:38:07 ]CAC2 :27 [°C], 63.86 RH, 0.9219 bar
[ 13:38:07 ]DAD3 :29 [°C], 62.49 RH, 0.9219 bar
[ 13:38:08 ]DADE :27 [°C], 65.47 RH, 0.9200 bar
[ 13:38:08 ]BAB1 :28 [°C], 63.62 RH, 0.9206 bar
